class,retro_templates
UNK,[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[O;D1;H0:7]=[C:8]-[#7:9]-[C@@H;D3;+0:10]1-[C:11]-[#7:12]-[C:13]-[C@H;D3;+0:14]-1-[c:15]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6].[O;D1;H0:7]=[C:8]-[#7:9]-[C@@H;D3;+0:10]1-[C:11]-[#7:12]-[C:13]-[C@H;D3;+0:14]-1-[c:15]
UNK,[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:15]-[C@H;D3;+0:14]1-[C:13]-[C:12]-[C@H;D3;+0:11](-[#7:10]-[C:8](=[O;D1;H0:9])-[#8:7]-[C:4](-[C;D1;H3:3])(-[C;D1;H3:5])-[C;D1;H3:6])-[C:17]-[C:16]-1>>Br-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[#8:7]-[C:8](=[O;D1;H0:9])-[#7:10]-[C@H;D3;+0:11]1-[C:12]-[C:13]-[C@H;D3;+0:14](-[OH;D1;+0:15])-[C:16]-[C:17]-1
UNK,[#7;a:3]-[C@H;D3;+0:4](-[C;D1;H3:5])-[C:6]-[N;H0;D3;+0:7](-[C:8]=[O;D1;H0:9])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]-[C@H;D3;+0:4](-[C;D1;H3:5])-[C:6]-[NH;D2;+0:7]-[C:8]=[O;D1;H0:9]
UNK,[O;D1;H0:6]=[C:5]-[#7:4]-[CH;D3;+0:3]1-[CH2;D2;+0:1]-[CH2;D2;+0:2]-1>>I-[CH2;D2;+0:1]-I.[CH2;D1;+0:2]=[CH;D2;+0:3]-[#7:4]-[C:5]=[O;D1;H0:6]
UNK,[#7;a:7]:[c:6]:[c:5]-[C@@H;D3;+0:4]1-[C:3]-[C:2]-[C@@H;D3;+0:1](-[NH;D2;+0:11]-[C:10])-[C:9]-[C:8]-1>>O=[C;H0;D3;+0:1]1-[C:2]-[C:3]-[CH;D3;+0:4](-[c:5]:[c:6]:[#7;a:7])-[C:8]-[C:9]-1.[C:10]-[NH2;D1;+0:11]
UNK,[O;D1;H0:2]=[C;H0;D3;+0:1](-[NH;D2;+0:8]-[c:9])-[c:3]1:[#7;a:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[#7;a:4]:[#7;a:5]:[#7;a:6]:[c:7]:1.[NH2;D1;+0:8]-[c:9]
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[c:4])-[c:6]>>Br-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[c:4]-[NH;D2;+0:5]-[c:6]
UNK,[#8:1]-[C:2]-[CH2;D2;+0:3]-[CH;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6]>>[#8:1]-[C:2]-[CH;D2;+0:3]=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6]
UNK,[#7;a:11]:[c:10]1:[#7;a:9]:[#7;a:8]:[c:7]:[c;H0;D3;+0:6]:1-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5])-O-C-1(-C)-C.I-[c;H0;D3;+0:6]1:[c:7]:[#7;a:8]:[#7;a:9]:[c:10]:1:[#7;a:11]
UNK,[C:2]=[C:3]-[C:4]-[CH;D3;+0:5]1-[O;H0;D2;+0:1]-[CH;D3;+0:6]-1-[C:7]=[O;D1;H0:8]>>O-[OH;D1;+0:1].[C:2]=[C:3]-[C:4]-[CH;D2;+0:5]=[CH;D2;+0:6]-[C:7]=[O;D1;H0:8]
UNK,[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[N;H0;D3;+0:9](-[C:10])-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#8;a:4]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#8;a:4].[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH;D2;+0:9]-[C:10]
UNK,[#7:6]-[C:7]-[C@H;D3;+0:8](-[C:9])-[NH;D2;+0:10]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[#7;a:5].[#7:6]-[C:7]-[C@H;D3;+0:8](-[C:9])-[NH2;D1;+0:10]
UNK,[C;D1;H3:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3]>>Br-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3].[C;D1;H3:4]-[NH;D2;+0:5]-[C;D1;H3:6]
UNK,[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[CH;D3;+0:5](-[C:6])-[c:7]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6])-[c:7]
UNK,[#7;a:1]:[c:2]:[c:3]-[CH2;D2;+0:4]-[CH;D3;+0:5](-[#7:6]-[C:7]=[O;D1;H0:8])-[C:9](-[#8:10])=[O;D1;H0:11]>>[#7;a:1]:[c:2]:[c:3]/[CH;D2;+0:4]=[C;H0;D3;+0:5](\[#7:6]-[C:7]=[O;D1;H0:8])-[C:9](-[#8:10])=[O;D1;H0:11]
UNK,[#7;a:1]:[c:2](:[#7;a:3])-[C@H;D3;+0:4]1-[C:5]-[C@@H;D3;+0:6](-[C:7]-[NH2;D1;+0:8])-[C:9]-1>>[#7;a:1]:[c:2](:[#7;a:3])-[CH;D3;+0:4]1-[C:5]-[CH;D3;+0:6](-[C:7]-[N;H0;D2;+0:8]=[N+]=[N-])-[C:9]-1
UNK,[#7:6]-[C@@H;D3;+0:7](-[C:8])-[C:9]-[N;H0;D3;+0:10](-[C:11])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[#7:6]-[C@@H;D3;+0:7](-[C:8])-[C:9]-[NH;D2;+0:10]-[C:11]
UNK,[C:3]-[C@;H0;D4;+0:2](-[O;D1;H1:4])(-[c:5])-[CH2;D2;+0:1]-[n;H0;D3;+0:9]1:[#7;a:8]:[c:7]:[#7;a:6]:[c:10]:1>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[C@;H0;D4;+0:2](-[C:3])(-[O;D1;H1:4])-[c:5].[#7;a:6]1:[c:7]:[#7;a:8]:[nH;D2;+0:9]:[c:10]:1
UNK,[#7:4]=[C:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[s;H0;D2;+0:8]:[c;H0;D3;+0:6](-[C:5]):[n;H0;D2;+0:7]:1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C:3]=[#7:4].[C:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[S;H0;D1;+0:8]
UNK,[N;-;D1;H0:10]=[#7;+:9]=[N;H0;D2;+0:8]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#16;a:4]:[c:5]:1-[C:6]=[O;D1;H0:7]>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#16;a:4]:[c:5]:1-[C:6]=[O;D1;H0:7].[N-;H0;D1:8]=[#7;+:9]=[N;-;D1;H0:10]
UNK,[C:4]-[C@H;D3;+0:5]1-[C:6]-[C:7]-[C@@H;D3;+0:8]2-[C:9]-[N;H0;D3;+0:10](-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3])-[C:11]-[C@@H;D3;+0:12]-2-[C:13]-1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[C@H;D3;+0:5]1-[C:6]-[C:7]-[C@@H;D3;+0:8]2-[C:9]-[NH;D2;+0:10]-[C:11]-[C@@H;D3;+0:12]-2-[C:13]-1
UNK,[#16;a:2]:[c:3](:[#7;a:4])-[N;H0;D3;+0:5](-[CH3;D1;+0:1])-[C:6]=[O;D1;H0:7]>>I-[CH3;D1;+0:1].[#16;a:2]:[c:3](:[#7;a:4])-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7]
UNK,[#16;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C;D1;H3:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#16;a:5].[C;D1;H3:6]-[NH2;D1;+0:7]
UNK,[#7;a:2]:[c:3]:[c:4]-[C;H0;D3;+0:5](=[CH2;D1;+0:1])-[C:6](-[#8:7])=[O;D1;H0:8]>>O=[CH2;D1;+0:1].[#7;a:2]:[c:3]:[c:4]-[CH2;D2;+0:5]-[C:6](-[#8:7])=[O;D1;H0:8]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]:[#7;a:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8]:[#7;a:9]
UNK,[C:7]=[CH;D2;+0:8]/[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[C:7]=[CH2;D1;+0:8]
UNK,[C:6]=[C:7]-[C:8](=[O;D1;H0:9])-[O;H0;D2;+0:10]-[CH2;D2;+0:1]/[C:2]=[C:3](\[C;D1;H3:4])-[c:5]>>O-[CH2;D2;+0:1]/[C:2]=[C:3](\[C;D1;H3:4])-[c:5].[C:6]=[C:7]-[C:8](=[O;D1;H0:9])-[OH;D1;+0:10]
UNK,[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH;D2;+0:5]-[CH;D3;+0:6](-[C:7])-[c:8]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[N;H0;D2;+0:5]=[C;H0;D3;+0:6](-[C:7])-[c:8]
UNK,[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:4]=[C:5]-[c:6]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4]=[C:5]-[c:6]
UNK,[#8;a:4]:[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:11]1-[C:6](=[O;D1;H0:5])-[C:7]=[C:8]-[C:9]-1=[O;D1;H0:10]>>O-[CH2;D2;+0:1]-[c:2]:[#7;a:3]:[#8;a:4].[O;D1;H0:5]=[C:6]1-[C:7]=[C:8]-[C:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1
UNK,[C:2]-[C@H;D3;+0:1](-[NH;D2;+0:7]-[C;D1;H3:6])-[C:3](=[O;D1;H0:4])-[O;D1;H1:5]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[C;D1;H3:6]-[NH2;D1;+0:7]
UNK,[C:1]-[C:2](-[C;D1;H3:3])=[C:4]-[CH;D2;+0:5]=[O;H0;D1;+0:6]>>[C:1]-[C:2](-[C;D1;H3:3])=[C:4]-[CH2;D2;+0:5]-[OH;D1;+0:6]
UNK,[#7:6]-[C:5](=[O;D1;H0:7])-[c:3](:[#7;a:4]):[c;H0;D3;+0:1](:[c:2])-[S;H0;D2;+0:9]-[C:8]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3](:[#7;a:4])-[C:5](-[#7:6])=[O;D1;H0:7].[C:8]-[SH;D1;+0:9]
UNK,[#7:3]-[C:4]=[C:5]1-[C:10](=[O;D1;H0:11])-[#7:9]-[C:7](=[O;D1;H0:8])-[N;H0;D3;+0:6]-1-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7:3]-[C:4]=[C:5]1-[NH;D2;+0:6]-[C:7](=[O;D1;H0:8])-[#7:9]-[C:10]-1=[O;D1;H0:11]
UNK,[#7;a:9]:[c:8]:[c;H0;D3;+0:6](:[c:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5]>>C-O-N(-C)-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].I-[c;H0;D3;+0:6](:[c:7]):[c:8]:[#7;a:9]
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6]1-[C:5]-[C@@H;D3;+0:4](-[C;D1;H3:3])-[C:10]-[C@H;D3;+0:8](-[O;D1;H1:9])-[C:7]-1>>O=[CH;D2;+0:1]-[C:2].[C;D1;H3:3]-[C@@H;D3;+0:4]1-[C:5]-[NH;D2;+0:6]-[C:7]-[C@@H;D3;+0:8](-[O;D1;H1:9])-[C:10]-1
UNK,[#16;a:1]:[c;H0;D3;+0:2](:[#7;a:3])-[n;H0;D3;+0:4]1:[cH;D2;+0:9]:[c;H0;D3;+0:8](-[C:7]):[n;H0;D2;+0:6]:[n;H0;D2;+0:5]:1>>[#16;a:1]:[c;H0;D3;+0:2](:[#7;a:3])-[N;H0;D2;+0:4]=[N+;H0;D2:5]=[N-;H0;D1:6].[C:7]-[C;H0;D2;+0:8]#[CH;D1;+0:9]
UNK,[#7:5]-[C@@H;D3;+0:4](-[C:6])-[C:2](=[O;D1;H0:3])-[OH;D1;+0:1]>>C-[O;H0;D2;+0:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[#7:5])-[C:6]
UNK,[C:7]-[N;H0;D3;+0:8](-[C:9])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[C;D1;H3:4])=[C:5]-[C:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[C;D1;H3:4])=[C:5]-[C:6].[C:7]-[NH;D2;+0:8]-[C:9]
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[c:7])-[C:4](-[C;D1;H3:3])=[O;D1;H0:5]>>Br-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[C:4](=[O;D1;H0:5])-[NH;D2;+0:6]-[c:7]
UNK,[#8:7]-[C:8](=[O;D1;H0:9])-[CH;D2;+0:10]=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6].[#8:7]-[C:8](=[O;D1;H0:9])-[CH;D2;+0:10]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[C;H0;D3;+0:5](-[C:6])=[C:7]-[C:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[C;H0;D3;+0:5](-[C:6])=[C:7]-[C:8])-O-C-1(-C)-C
UNK,[N;H0;D1;+0:2]#[C;H0;D2;+0:1]-[C:3]-[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[C@H;D3;+0:8]1-[C:9]-[C:10]-[C@H;D3;+0:11](-[#7:12]-[C:13]=[O;D1;H0:14])-[C:15]-[C:16]-1>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[C:3]-[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[CH;D3;+0:8]1-[C:9]-[C:10]-[CH;D3;+0:11](-[#7:12]-[C:13]=[O;D1;H0:14])-[C:15]-[C:16]-1
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:8]1-[C:7]-[C:6]-[C@@H;D3;+0:5](-[F;D1;H0:4])-[C:9]-1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[F;D1;H0:4]-[C@@H;D3;+0:5]1-[C:6]-[C:7]-[NH;D2;+0:8]-[C:9]-1
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](-[NH2;D1;+0:5]):[c:2]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[NH3;D0;+0:5]
UNK,[#7;a:6]:[c:5]:[c:3](:[#7;a:4])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8]
UNK,[SH;D1;+0:1]-[c:2]>>C-C1(-C(=O)-[S;H0;D2;+0:1]-[c:2])-C-C-C-C-C-1
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:6]-[C@@H;D3;+0:5](-[C:4])-[C:7](-[N;D1;H2:8])=[O;D1;H0:9]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[C@H;D3;+0:5](-[NH2;D1;+0:6])-[C:7](-[N;D1;H2:8])=[O;D1;H0:9]
UNK,[#7:7]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3](:[c:4]):[c:5]:[#7;a:6]):[cH;D2;+0:1]:[s;H0;D2;+0:10]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3](:[c:4]):[c:5]:[#7;a:6].[#7:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[S;H0;D1;+0:10]
UNK,[O;D1;H0:3]=[C:2]-[CH2;D2;+0:1]-[CH;D3;+0:5](-[OH;D1;+0:4])-[c:6]>>[CH3;D1;+0:1]-[C:2]=[O;D1;H0:3].[O;H0;D1;+0:4]=[CH;D2;+0:5]-[c:6]
UNK,[#7:8]-[C:9]-[C@@H;D3;+0:10](-[C:11])-[NH;D2;+0:12]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7].[#7:8]-[C:9]-[C@@H;D3;+0:10](-[C:11])-[NH2;D1;+0:12]
UNK,[#8:5]-[C:6](=[O;D1;H0:7])-[c:8]:[n;H0;D3;+0:9](:[c:10])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#8:5]-[C:6](=[O;D1;H0:7])-[c:8]:[nH;D2;+0:9]:[c:10]
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[C;D1;H3:6]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[NH2;D1;+0:7]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C@@;H0;D4;+0:7](-[C:8])(-[C:9])-[N;H0;D3;+0:10](-[C:11])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C@;H0;D4;+0:7](-[C:8])(-[C:9])-[NH;D2;+0:10]-[C:11]
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:7]1-[C:6]-[C:5]-[C@@H;D3;+0:4](-[F;D1;H0:3])-[C:8]-1>>O-[CH2;D2;+0:1]-[C:2].[F;D1;H0:3]-[C@@H;D3;+0:4]1-[C:5]-[C:6]-[NH;D2;+0:7]-[C:8]-1
UNK,[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[c:7]:[c:6]:[#7;a:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[#7;a:5]:[c:6]:[c:7]-[NH2;D1;+0:8]
UNK,[#7;a:5]:[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[CH;D2;+0:6]=[C;D1;H2:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4]:[#7;a:5].C=C-B1-O-B(-C=C)-O-B(-[CH;D2;+0:6]=[C;D1;H2:7])-O-1
UNK,[#8;a:1]:[c:2]:[c:3]-[CH;D3;+0:4](-[C;D1;H3:5])-[NH;D2;+0:6]-[C:7]>>[#8;a:1]:[c:2]:[c:3]-[C;H0;D3;+0:4](-[C;D1;H3:5])=[N;H0;D2;+0:6]-[C:7]
UNK,[#7:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[N;H0;D3;+0:7](-[c:8])-[C:6]=[O;D1;H0:5]>>Br-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].[O;D1;H0:5]=[C:6]-[NH;D2;+0:7]-[c:8]
UNK,[C:3]-[C;H0;D4;+0:4](-[OH;D1;+0:5])(-[c:6])-[CH2;D2;+0:2]-[C;D1;H3:1]>>[C;D1;H3:1]-[CH2;D2;+0:2]-[Mg+].[C:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6]
UNK,[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[#7;a:7])-[CH;D3;+0:1](-[C:2])-[C:3]>>Br-[CH;D3;+0:1](-[C:2])-[C:3].[#7;a:4]:[c:5]:[nH;D2;+0:6]:[#7;a:7]
UNK,[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[O;H0;D2;+0:10]-[c:11].[C:4]-[C@@H;D3;+0:5](-[C;D1;H3:6])-[#8:7]-[C:8]=[O;D1;H0:9]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[C@@H;D3;+0:5](-[C;D1;H3:6])-[#8:7]-[C:8]=[O;D1;H0:9].[OH;D1;+0:10]-[c:11]
UNK,[#7:2]-[C:3](=[O;D1;H0:4])-[CH;D3;+0:5](-[Br;H0;D1;+0:1])-[C:6]>>O=C1-C-C-C(=O)-N-1-[Br;H0;D1;+0:1].[#7:2]-[C:3](=[O;D1;H0:4])-[CH2;D2;+0:5]-[C:6]
UNK,[C;D1;H3:2]-[S;H0;D4;+0:1](=[O;D1;H0:3])(=[O;D1;H0:4])-[N;H0;D3;+0:7]1-[C@H;D3;+0:6](-[C;D1;H3:5])-[C@H;D3;+0:8]-1-[c:9]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C;D1;H3:5]-[C@H;D3;+0:6]1-[NH;D2;+0:7]-[C@@H;D3;+0:8]-1-[c:9]
UNK,[NH2;D1;+0:1]-[c:2]1:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:1>>O=C1-[N;H0;D3;+0:1](-[c:2]2:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:2)-C(=O)-c2:c:c:c:c:c:2-1
UNK,[#7;a:1]:[c:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>[#7;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[Mg+]-[c;H0;D3;+0:5](:[c:6]):[c:7]
UNK,[#7;a:4]:[c:3]:[c:2]-[CH;D2;+0:1]=[C;H0;D3;+0:8](-[C:9](-[#8:10])=[O;D1;H0:11])-[C:6](-[#8:5])=[O;D1;H0:7]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[#8:5]-[C:6](=[O;D1;H0:7])-[CH2;D2;+0:8]-[C:9](-[#8:10])=[O;D1;H0:11]
UNK,[#7;a:5]:[c:4]:[c;H0;D3;+0:1](:[c:2]:[#7;a:3])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].C-C1(-C)-O-B(-[c;H0;D3;+0:6](:[c:7]):[c:8])-O-C-1(-C)-C
UNK,[#16:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[C:3]>>Cl-[CH2;D2;+0:1]-[#16:2].[C:3]-[OH;D1;+0:4]
UNK,[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:9]-[c:8]:[#7;a:7]:[#7;a:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[#7;a:6]:[#7;a:7]:[c:8]-[NH2;D1;+0:9]
UNK,[C;D1;H3:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[c:5]1:[#7;a:6]:[#16;a:7]:[#7;a:8]:[c:9]:1>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[NH2;D1;+0:4]-[c:5]1:[#7;a:6]:[#16;a:7]:[#7;a:8]:[c:9]:1
UNK,[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[c:7])-[C@@H;D3;+0:1](-[#8:2])-[C:3]>>Cl-[C@@H;D3;+0:1](-[#8:2])-[C:3].[#7;a:4]:[c:5]:[nH;D2;+0:6]:[c:7]
UNK,[#7;a:1]:[c:2]:[c:3]-[CH;D3;+0:4](-[CH2;D2;+0:5]-[C:6])-[C:7](=[C:8])-[C:9]=[O;D1;H0:10]>>[#7;a:1]:[c:2]:[c:3]-[C;H0;D3;+0:4](=[CH;D2;+0:5]-[C:6])-[C:7](=[C:8])-[C:9]=[O;D1;H0:10]
UNK,[#7;a:4]:[c:3](:[#7;a:5])-[CH;D3;+0:1](-[C:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Br-[CH;D3;+0:1](-[C:2])-[c:3](:[#7;a:4]):[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8]
UNK,[#7:7]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:1](-[C:2](-[#8:3])=[O;D1;H0:4]):[s;H0;D2;+0:10]:1>>Br-[CH;D3;+0:1](-[C:2](-[#8:3])=[O;D1;H0:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].[#7:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[S;H0;D1;+0:10]
UNK,[C;D1;H2:8]=[CH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>C-O-N(-C)-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1.[C;D1;H2:8]=[CH;D2;+0:9]-[Mg+]
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[c:9]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].O-B(-O)-[c;H0;D3;+0:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[c:9]:1
